timestamp,piezo1,piezo2,piezo3,piezo4,piezo5,piezo6,fsr1,fsr2,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.000000,2423.000000,2643.000000,2441.000000,1849.000000,1246.000000,1118.000000,1675.000000,2626.000000,-891.000000,-271.000000,586.000000,5.000000,-40.000000,5.000000,2976.000000,-2132.000000,3372.000000
0.001000,2423.000000,2643.000000,2440.000000,1847.000000,1245.000000,1120.000000,1680.000000,2631.000000,-892.000000,-268.000000,586.000000,4.000000,-40.000000,5.000000,2976.000000,-2130.000000,3363.000000
0.002000,2423.000000,2643.000000,2439.000000,1845.000000,1244.000000,1121.000000,1685.000000,2637.000000,-894.000000,-264.000000,587.000000,4.000000,-40.000000,5.000000,2975.000000,-2127.000000,3354.000000
0.003000,2424.000000,2643.000000,2438.000000,1843.000000,1242.000000,1122.000000,1689.000000,2642.000000,-895.000000,-261.000000,588.000000,4.000000,-40.000000,6.000000,2975.000000,-2125.000000,3344.000000
0.004000,2424.000000,2643.000000,2437.000000,1841.000000,1241.000000,1124.000000,1694.000000,2647.000000,-897.000000,-258.000000,588.000000,3.000000,-40.000000,6.000000,2974.000000,-2123.000000,3335.000000
0.005000,2424.000000,2643.000000,2436.000000,1839.000000,1240.000000,1125.000000,1698.000000,2652.000000,-898.000000,-254.000000,589.000000,3.000000,-40.000000,6.000000,2974.000000,-2121.000000,3326.000000
0.006000,2424.000000,2643.000000,2435.000000,1837.000000,1239.000000,1127.000000,1703.000000,2658.000000,-899.000000,-251.000000,590.000000,3.000000,-40.000000,6.000000,2973.000000,-2119.000000,3316.000000
0.007000,2425.000000,2643.000000,2434.000000,1835.000000,1237.000000,1128.000000,1707.000000,2663.000000,-901.000000,-248.000000,590.000000,2.000000,-40.000000,7.000000,2973.000000,-2117.000000,3307.000000
0.008000,2425.000000,2642.000000,2433.000000,1834.000000,1236.000000,1130.000000,1712.000000,2668.000000,-902.000000,-244.000000,591.000000,2.000000,-40.000000,7.000000,2972.000000,-2115.000000,3297.000000
0.009000,2425.000000,2642.000000,2432.000000,1832.000000,1235.000000,1131.000000,1717.000000,2673.000000,-903.000000,-241.000000,591.000000,2.000000,-40.000000,7.000000,2972.000000,-2113.000000,3288.000000
0.010000,2425.000000,2642.000000,2430.000000,1830.000000,1234.000000,1133.000000,1721.000000,2678.000000,-905.000000,-238.000000,592.000000,1.000000,-40.000000,7.000000,2971.000000,-2111.000000,3278.000000
0.011000,2425.000000,2642.000000,2429.000000,1828.000000,1232.000000,1134.000000,1726.000000,2683.000000,-906.000000,-234.000000,593.000000,1.000000,-40.000000,8.000000,2971.000000,-2109.000000,3269.000000
0.012000,2426.000000,2642.000000,2428.000000,1826.000000,1231.000000,1136.000000,1731.000000,2688.000000,-907.000000,-231.000000,593.000000,1.000000,-40.000000,8.000000,2970.000000,-2107.000000,3259.000000
0.013000,2426.000000,2642.000000,2427.000000,1824.000000,1230.000000,1137.000000,1735.000000,2694.000000,-909.000000,-228.000000,594.000000,0.000000,-40.000000,8.000000,2970.000000,-2104.000000,3250.000000
0.014000,2426.000000,2642.000000,2426.000000,1822.000000,1229.000000,1139.000000,1740.000000,2699.000000,-910.000000,-224.000000,594.000000,0.000000,-40.000000,9.000000,2969.000000,-2102.000000,3240.000000
0.015000,2426.000000,2642.000000,2425.000000,1820.000000,1228.000000,1141.000000,1744.000000,2704.000000,-911.000000,-221.000000,595.000000,0.000000,-40.000000,9.000000,2969.000000,-2100.000000,3231.000000
0.016000,2426.000000,2642.000000,2424.000000,1818.000000,1227.000000,1142.000000,1749.000000,2709.000000,-913.000000,-217.000000,595.000000,-1.000000,-39.000000,9.000000,2968.000000,-2098.000000,3221.000000
0.017000,2427.000000,2642.000000,2423.000000,1816.000000,1225.000000,1144.000000,1754.000000,2714.000000,-914.000000,-214.000000,595.000000,-1.000000,-39.000000,9.000000,2968.000000,-2096.000000,3212.000000
0.018000,2427.000000,2641.000000,2422.000000,1814.000000,1224.000000,1145.000000,1758.000000,2719.000000,-915.000000,-211.000000,596.000000,-2.000000,-39.000000,10.000000,2967.000000,-2094.000000,3202.000000
0.019000,2427.000000,2641.000000,2420.000000,1812.000000,1223.000000,1147.000000,1763.000000,2724.000000,-917.000000,-207.000000,596.000000,-2.000000,-39.000000,10.000000,2967.000000,-2092.000000,3193.000000
0.020000,2427.000000,2641.000000,2419.000000,1810.000000,1222.000000,1149.000000,1768.000000,2729.000000,-918.000000,-204.000000,597.000000,-2.000000,-39.000000,10.000000,2966.000000,-2090.000000,3183.000000
0.021000,2427.000000,2641.000000,2418.000000,1808.000000,1221.000000,1150.000000,1772.000000,2734.000000,-919.000000,-200.000000,597.000000,-3.000000,-39.000000,10.000000,2965.000000,-2087.000000,3173.000000
0.022000,2428.000000,2641.000000,2417.000000,1807.000000,1220.000000,1152.000000,1777.000000,2739.000000,-920.000000,-197.000000,597.000000,-3.000000,-39.000000,11.000000,2965.000000,-2085.000000,3164.000000
0.023000,2428.000000,2641.000000,2416.000000,1805.000000,1219.000000,1154.000000,1782.000000,2744.000000,-921.000000,-194.000000,598.000000,-3.000000,-39.000000,11.000000,2964.000000,-2083.000000,3154.000000
